filename,n_bibls,n_cits
phi0660.phi001.perseus-lat2.xml,0,0
stoa0054.stoa006.perseus-eng1.xml,0,0
stoa0054.stoa006.perseus-lat1.xml,0,0
stoa0261.stoa0002.perseus-lat1.xml,0,0
stoa0261.stoa0002.perseus-lat2.xml,0,0
stoa0261.stoa0001.perseus-lat1.xml,0,0
phi0430.phi001.perseus-lat1.xml,0,0
stoa0040.stoa011.perseus-lat1.xml,0,0
stoa0040.stoa011.perseus-eng1.xml,0,0
stoa0040.stoa011.perseus-lat2.xml,0,0
phi0620.phi001.perseus-lat3.xml,0,0
stoa0275.stoa010.opp-lat1.xml,106,0
stoa0275.stoa017.opp-lat1.xml,54,0
stoa0275.stoa028.opp-lat1.xml,0,0
stoa0275.stoa021.opp-lat1.xml,13,0
stoa0275.stoa026.opp-lat1.xml,283,0
stoa0275.stoa019.opp-lat1.xml,74,0
stoa0275.stoa027.perseus-lat2.xml,0,0
stoa0275.stoa018.opp-lat1.xml,84,0
stoa0275.stoa020.opp-lat1.xml,53,0
stoa0275.stoa016.opp-lat1.xml,32,0
stoa0275.stoa029.opp-lat1.xml,30,0
stoa0275.stoa011.opp-lat1.xml,31,0
stoa0275.stoa002.opp-lat1.xml,0,0
stoa0275.stoa005.opp-lat1.xml,152,0
stoa0275.stoa004.opp-lat1.xml,83,0
stoa0275.stoa003.opp-lat1.xml,1,0
stoa0275.stoa014.opp-lat1.xml,3,0
stoa0275.stoa013.opp-lat1.xml,19,0
stoa0275.stoa025.opp-lat1.xml,166,0
stoa0275.stoa022.opp-lat1.xml,0,0
stoa0275.stoa023.opp-lat1.xml,22,0
stoa0275.stoa024.opp-lat1.xml,79,0
stoa0275.stoa012.opp-lat1.xml,76,0
stoa0275.stoa015.opp-lat1.xml,21,0
stoa0275.stoa008.opp-lat1.xml,11,0
stoa0275.stoa030.opp-lat1.xml,77,0
stoa0275.stoa006.opp-lat1.xml,1150,0
stoa0275.stoa001.opp-lat1.xml,4,0
stoa0275.stoa007.opp-lat1.xml,269,0
stoa0275.stoa009.perseus-lat2.xml,0,0
phi0448.phi002.perseus-lat2.xml,0,0
phi0448.phi002.perseus-lat3.xml,0,0
phi0448.phi002.perseus-eng3.xml,0,0
phi0448.phi002.perseus-eng2.xml,0,0
phi0448.phi001.perseus-eng2.xml,0,0
phi0448.phi001.perseus-lat2.xml,0,0
phi0845.phi002.perseus-lat3.xml,0,0
phi0845.phi002.perseus-eng1.xml,0,0
stoa0079.stoa001.perseus-lat1.xml,0,0
phi0478.phi003.perseus-eng1.xml,6,0
phi0478.phi003.perseus-lat2.xml,0,0
stoa0023.stoa001.perseus-lat2.xml,0,0
stoa0023.stoa001.perseus-eng2.xml,1,0
stoa0023.stoa001.perseus-eng3.xml,0,0
phi1242.phi001.perseus-lat1.xml,0,0
phi2003.phi001.perseus-lat1.xml,0,0
phi0550.phi001.perseus-lat1.xml,0,0
phi0550.phi001.perseus-eng1.xml,0,0
phi0134.phi002.perseus-eng2.xml,1,1
phi0134.phi002.perseus-lat2.xml,0,0
phi0134.phi005.perseus-eng2.xml,2,1
phi0134.phi005.perseus-lat2.xml,0,0
phi0134.phi004.perseus-eng2.xml,0,0
phi0134.phi004.perseus-lat2.xml,0,0
phi0134.phi003.perseus-eng2.xml,5,3
phi0134.phi003.perseus-lat2.xml,0,0
phi0134.phi006.perseus-lat2.xml,0,0
phi0134.phi006.perseus-eng2.xml,11,2
phi0134.phi001.perseus-lat2.xml,0,0
phi0134.phi001.perseus-eng2.xml,1,1
phi1014.phi002.perseus-lat1.xml,1,0
phi1014.phi004.perseus-lat1.xml,4,4
phi1014.phi003.perseus-lat1.xml,18,6
phi1014.phi001.perseus-lat1.xml,21,10
phi1254.phi001.perseus-lat2.xml,0,0
phi1254.phi001.perseus-eng1.xml,0,2
phi0975.phi001.perseus-lat2.xml,0,0
phi0975.phi001.perseus-eng1.xml,0,0
phi0972.phi001f.perseus-lat1.xml,0,0
phi0972.phi001f.perseus-eng1.xml,0,0
phi0972.phi001p.perseus-eng1.xml,0,0
phi0972.phi001p.perseus-lat1.xml,0,0
phi0972.phi001.perseus-eng1.xml,0,0
phi0972.phi001.perseus-lat2.xml,0,0
phi0972.phi001.perseus-lat1.xml,0,0
phi0917.phi001.perseus-lat2.xml,243,0
phi0917.phi001.perseus-eng2.xml,9,7
phi1035.phi001.perseus-lat2.xml,0,0
