ABOs,Original P4 CTS URN,Perseus Abbreviation,Language,Perseus text ID,Authors,Work,"Other Abbreviations (LSJ, OCD, etc)",Notes
"Perseus:abo:tlg,0003,001",urn:cts:greekLit:tlg0001.tlg001.perseus-grc1,A. R,Greek,Perseus:text:1999.01.0227,Apollonius Rhodius,Argonautica,A.R.,
"Perseus:abo:tlg,0003,001",urn:cts:greekLit:tlg0003.tlg001.perseus-eng1,Thuc.,English,Perseus:text:1999.01.0247,Thucydides,History of the Peloponnesian War,Th.,
"Perseus:abo:tlg,0003,001",urn:cts:greekLit:tlg0003.tlg001.perseus-eng2,Thuc.,English,Perseus:text:1999.04.0105,Thucydides,History of the Peloponnesian War,Th.,
"Perseus:abo:tlg,0003,001",urn:cts:greekLit:tlg0003.tlg001.perseus-eng3,Thuc.,English,Perseus:text:1999.01.0200,Thucydides,The Peloponnesian War,Th.,
"Perseus:abo:tlg,0003,001",urn:cts:greekLit:tlg0003.tlg001.perseus-grc1,Thuc.,Greek,Perseus:text:1999.01.0199,Thucydides,De bello Peloponnesiaco ,Th.,
"Perseus:abo:tlg,0004,001",urn:cts:greekLit:tlg0004.tlg001.perseus-eng1,D. L.,English,Perseus:text:1999.01.0258,Diogenes Laertius,Lives of Eminent Philosophers,Diog. Laert.,
"Perseus:abo:tlg,0004,001",urn:cts:greekLit:tlg0004.tlg001.perseus-grc1,D. L.,Greek,Perseus:text:1999.01.0257,Diogenes Laertius,Vitae Philosophorum,Diog. Laert.,
"Perseus:abo:tlg,0005,001",urn:cts:greekLit:tlg0005.tlg001.perseus-grc1,Theoc. Id.,Greek,Perseus:text:1999.01.0228:text=Id.,Theocritus,Idyllia,Theoc.Beren.,
"Perseus:abo:tlg,0005,002",urn:cts:greekLit:tlg0005.tlg002.perseus-grc1,Theoc. Ep.,Greek,Perseus:text:1999.01.0228:text=Ep.,Theocritus,Epigrammata,Theoc.Ep.,
"Perseus:abo:tlg,0006,001",urn:cts:greekLit:tlg0006.tlg001.perseus-eng1,Eur. Cycl.,English,Perseus:text:1999.01.0094,Euripides,Cyclops,E.Cyc.,
"Perseus:abo:tlg,0006,001",urn:cts:greekLit:tlg0006.tlg001.perseus-grc1,Eur. Cycl.,Greek,Perseus:text:1999.01.0093,Euripides,Cyclops,E.Cyc.,
"Perseus:abo:tlg,0006,002",urn:cts:greekLit:tlg0006.tlg002.perseus-eng1,Eur. Alc.,English,Perseus:text:1999.01.0088,Euripides,Alcestis,E.Alc.,
"Perseus:abo:tlg,0006,002",urn:cts:greekLit:tlg0006.tlg002.perseus-grc1,Eur. Alc.,Greek,Perseus:text:1999.01.0087,Euripides,Alcestis,E.Alc.,
"Perseus:abo:tlg,0006,003",urn:cts:greekLit:tlg0006.tlg003.perseus-eng1,Eur. Med.,English,Perseus:text:1999.01.0114,Euripides,Medea,E.Med.,
"Perseus:abo:tlg,0006,003",urn:cts:greekLit:tlg0006.tlg003.perseus-grc1,Eur. Med.,Greek,Perseus:text:1999.01.0113,Euripides,Medea,E.Med.,
"Perseus:abo:tlg,0006,004",urn:cts:greekLit:tlg0006.tlg004.perseus-eng1,Eur. Heraclid.,English,Perseus:text:1999.01.0104,Euripides,Heracleidae,E.Heracl.,
"Perseus:abo:tlg,0006,004",urn:cts:greekLit:tlg0006.tlg004.perseus-grc1,Eur. Heraclid.,Greek,Perseus:text:1999.01.0103,Euripides,Heracleidae,E.Heracl.,
"Perseus:abo:tlg,0006,005",urn:cts:greekLit:tlg0006.tlg005.perseus-eng1,Eur. Hipp.,English,Perseus:text:1999.01.0106,Euripides,Hippolytus,E.Hipp.,
"Perseus:abo:tlg,0006,005",urn:cts:greekLit:tlg0006.tlg005.perseus-grc1,Eur. Hipp.,Greek,Perseus:text:1999.01.0105,Euripides,Hippolytus,E.Hipp.,
"Perseus:abo:tlg,0006,006",urn:cts:greekLit:tlg0006.tlg006.perseus-eng1,Eur. Andr.,English,Perseus:text:1999.01.0090,Euripides,Andromache,E.Andr.,
"Perseus:abo:tlg,0006,006",urn:cts:greekLit:tlg0006.tlg006.perseus-grc1,Eur. Andr.,Greek,Perseus:text:1999.01.0089,Euripides,Andromache,E.Andr.,
"Perseus:abo:tlg,0006,007",urn:cts:greekLit:tlg0006.tlg007.perseus-eng1,Eur. Hec.,English,Perseus:text:1999.01.0098,Euripides,Hecuba,E.Hec.,
"Perseus:abo:tlg,0006,007",urn:cts:greekLit:tlg0006.tlg007.perseus-grc1,Eur. Hec.,Greek,Perseus:text:1999.01.0097,Euripides,Hecuba,E.Hec.,
"Perseus:abo:tlg,0006,008",urn:cts:greekLit:tlg0006.tlg008.perseus-eng1,Eur. Supp.,English,Perseus:text:1999.01.0122,Euripides,The Suppliants,E.Supp.,
"Perseus:abo:tlg,0006,008",urn:cts:greekLit:tlg0006.tlg008.perseus-grc1,Eur. Supp.,Greek,Perseus:text:1999.01.0121,Euripides,Supplices,E.Supp.,
"Perseus:abo:tlg,0006,009",urn:cts:greekLit:tlg0006.tlg009.perseus-eng1,Eur. Her.,English,Perseus:text:1999.01.0102,Euripides,Heracles,E.HF,
"Perseus:abo:tlg,0006,009",urn:cts:greekLit:tlg0006.tlg009.perseus-grc1,Eur. Her.,Greek,Perseus:text:1999.01.0101,Euripides,Heracles,E.HF,
"Perseus:abo:tlg,0006,010",urn:cts:greekLit:tlg0006.tlg010.perseus-eng1,Eur. Ion,English,Perseus:text:1999.01.0110,Euripides,Ion,E.Ion,
"Perseus:abo:tlg,0006,010",urn:cts:greekLit:tlg0006.tlg010.perseus-grc1,Eur. Ion,Greek,Perseus:text:1999.01.0109,Euripides,Ion,E.Ion,
"Perseus:abo:tlg,0006,011",urn:cts:greekLit:tlg0006.tlg011.perseus-eng1,Eur. Tro.,English,Perseus:text:1999.01.0124,Euripides,The Trojan Women,E.Tr.,
"Perseus:abo:tlg,0006,011",urn:cts:greekLit:tlg0006.tlg011.perseus-grc1,Eur. Tro.,Greek,Perseus:text:1999.01.0123,Euripides,Troiades,E.Tr.,
"Perseus:abo:tlg,0006,012",urn:cts:greekLit:tlg0006.tlg012.perseus-eng1,Eur. El.,English,Perseus:text:1999.01.0096,#REF!,Electra,E.El.,
"Perseus:abo:tlg,0006,012",urn:cts:greekLit:tlg0006.tlg012.perseus-grc1,Eur. El.,Greek,Perseus:text:1999.01.0095,Euripides,Electra,E.El.,
"Perseus:abo:tlg,0006,013",urn:cts:greekLit:tlg0006.tlg013.perseus-eng1,Eur. IT,English,Perseus:text:1999.01.0112,Euripides,Iphigenia in Tauris,E.IT,
"Perseus:abo:tlg,0006,013",urn:cts:greekLit:tlg0006.tlg013.perseus-grc1,Eur. IT,Greek,Perseus:text:1999.01.0111,Euripides,Iphigenia Taurica,E.IT,
"Perseus:abo:tlg,0006,014",urn:cts:greekLit:tlg0006.tlg014.perseus-eng1,Eur. Hel.,English,Perseus:text:1999.01.0100,Euripides,Helen,E.Hel.,
"Perseus:abo:tlg,0006,014",urn:cts:greekLit:tlg0006.tlg014.perseus-grc1,Eur. Hel.,Greek,Perseus:text:1999.01.0099,Euripides,Helen,E.Hel.,
"Perseus:abo:tlg,0006,015",urn:cts:greekLit:tlg0006.tlg015.perseus-eng1,Eur. Phoen.,English,Perseus:text:1999.01.0118,Euripides,Phoenissae,E.Ph.,
"Perseus:abo:tlg,0006,015",urn:cts:greekLit:tlg0006.tlg015.perseus-grc1,Eur. Phoen.,Greek,Perseus:text:1999.01.0117,Euripides,Phoenissae,E.Ph.,
"Perseus:abo:tlg,0006,016",urn:cts:greekLit:tlg0006.tlg016.perseus-eng1,Eur. Orest.,English,Perseus:text:1999.01.0116,Euripides,Orestes,E.Or.,
"Perseus:abo:tlg,0006,016",urn:cts:greekLit:tlg0006.tlg016.perseus-grc1,Eur. Orest.,Greek,Perseus:text:1999.01.0115,Euripides,Orestes,E.Or.,
"Perseus:abo:tlg,0006,017",urn:cts:greekLit:tlg0006.tlg017.perseus-eng1,Eur. Ba.,English,Perseus:text:1999.01.0092,Euripides,Bacchae,E.Ba.,
"Perseus:abo:tlg,0006,017",urn:cts:greekLit:tlg0006.tlg017.perseus-grc1,Eur. Ba.,Greek,Perseus:text:1999.01.0091,Euripides,Bacchae,E.Ba.,
"Perseus:abo:tlg,0006,018",urn:cts:greekLit:tlg0006.tlg018.perseus-eng1,Eur. IA,English,Perseus:text:1999.01.0108,Euripides,Iphigenia in Aulis,E.IA,
"Perseus:abo:tlg,0006,018",urn:cts:greekLit:tlg0006.tlg018.perseus-grc1,Eur. IA,Greek,Perseus:text:1999.01.0107,Euripides,Iphigenia Aulidensis,E.IA,
"Perseus:abo:tlg,0006,019",urn:cts:greekLit:tlg0006.tlg019.perseus-eng1,Eur. Rh.,English,Perseus:text:1999.01.0120,Euripides,Rhesus,E.Rh.,
"Perseus:abo:tlg,0006,019",urn:cts:greekLit:tlg0006.tlg019.perseus-eng2,Eur. Rh.,English,Perseus:text:1999.01.0238,Euripides,Rhesus,E.Rh.,
"Perseus:abo:tlg,0006,019",urn:cts:greekLit:tlg0006.tlg019.perseus-grc1,Eur. Rh.,Greek,Perseus:text:1999.01.0119,Euripides,Rhesus,E.Rh.,
"Perseus:abo:tlg,0007,001",urn:cts:greekLit:tlg0007.tlg001.perseus-eng2,Plut. Thes.,English,Perseus:text:2008.01.0067,Plutarch,Theseus,Plu. Thes.,
"Perseus:abo:tlg,0007,001",urn:cts:greekLit:tlg0007.tlg001.perseus-grc1,Plut. Thes.,Greek,Perseus:text:2008.01.0075,Plutarch,Theseus,Plu. Thes.,
"Perseus:abo:tlg,0007,002",urn:cts:greekLit:tlg0007.tlg002.perseus-eng1,Plut. Rom.,English,Perseus:text:2008.01.0061,Plutarch,Romulus,Plu. Rom.,
"Perseus:abo:tlg,0007,002",urn:cts:greekLit:tlg0007.tlg002.perseus-grc1,Plut. Rom.,Greek,Perseus:text:2008.01.0079,Plutarch,Romulus,Plu. Rom.,
"Perseus:abo:tlg,0007,003",urn:cts:greekLit:tlg0007.tlg003.perseus-eng1,Plut. Comp. Thes. Rom.,English,Perseus:text:2008.01.0035,Plutarch,Comparison of Theseus and Romulus,Plu. Comp. Thes. Rom.,
"Perseus:abo:tlg,0007,003",urn:cts:greekLit:tlg0007.tlg003.perseus-grc1,Plut. Comp. Thes. Rom.,Greek,Perseus:text:2008.01.0107,Plutarch,Comparison of Theseus and Romulus,Plu. Comp. Thes. Rom.,
"Perseus:abo:tlg,0007,004",urn:cts:greekLit:tlg0007.tlg004.perseus-eng1,Plut. Lyc.,English,Perseus:text:2008.01.0047,Plutarch,Lycurgus,Plu. Lyc.,
"Perseus:abo:tlg,0007,004",urn:cts:greekLit:tlg0007.tlg004.perseus-grc1,Plut. Lyc.,Greek,Perseus:text:2008.01.0131,Plutarch,Lycurgus,Plu. Lyc.,
"Perseus:abo:tlg,0007,005",urn:cts:greekLit:tlg0007.tlg005.perseus-eng1,Plut. Num.,English,Perseus:text:2008.01.0052,Plutarch,Numa,Plu. Num.,
"Perseus:abo:tlg,0007,005",urn:cts:greekLit:tlg0007.tlg005.perseus-grc1,Plut. Num.,Greek,Perseus:text:2008.01.0133,Plutarch,Numa,Plu. Num.,
"Perseus:abo:tlg,0007,006",urn:cts:greekLit:tlg0007.tlg006.perseus-eng1,Plut. Comp. Lyc. Num.,English,Perseus:text:2008.01.0027,Plutarch,Comparison of Lycurgus and Numa,Plu. Comp. Lyc. Num.,
"Perseus:abo:tlg,0007,006",urn:cts:greekLit:tlg0007.tlg006.perseus-grc1,Plut. Comp. Lyc. Num.,Greek,Perseus:text:2008.01.0099,Plutarch,Comparison of Lycurgus and Numa,Plu. Comp. Lyc. Num.,
"Perseus:abo:tlg,0007,007",urn:cts:greekLit:tlg0007.tlg007.perseus-eng1,Plut. Sol.,English,Perseus:text:2008.01.0063,Plutarch,Solon,Plu. Sol.,
"Perseus:abo:tlg,0007,007",urn:cts:greekLit:tlg0007.tlg007.perseus-grc1,Plut. Sol.,Greek,Perseus:text:2008.01.0073,Plutarch,Solon,Plu. Sol.,
"Perseus:abo:tlg,0007,008",urn:cts:greekLit:tlg0007.tlg008.perseus-eng1,Plut. Publ.,English,Perseus:text:2008.01.0059,Plutarch,Publicola,Plu. Publ.,
"Perseus:abo:tlg,0007,008",urn:cts:greekLit:tlg0007.tlg008.perseus-grc1,Plut. Publ.,Greek,Perseus:text:2008.01.0124,Plutarch,Publicola,Plu. Publ.,
"Perseus:abo:tlg,0007,009",urn:cts:greekLit:tlg0007.tlg009.perseus-eng1,Plut. Comp. Sol. Publ.,English,Perseus:text:2008.01.0034,Plutarch,Comparison of Solon and Publicola,Plu. Comp. Sol. Publ.,
"Perseus:abo:tlg,0007,009",urn:cts:greekLit:tlg0007.tlg009.perseus-grc1,Plut. Comp. Sol. Publ.,Greek,Perseus:text:2008.01.0106,Plutarch,Comparison of Solon and Publicola,Plu. Comp. Sol. Publ.,
"Perseus:abo:tlg,0007,010",urn:cts:greekLit:tlg0007.tlg010.perseus-eng1,Plut. Them.,English,Perseus:text:2008.01.0066,Plutarch,Themistocles,Plu. Them.,
"Perseus:abo:tlg,0007,010",urn:cts:greekLit:tlg0007.tlg010.perseus-grc1,Plut. Them.,Greek,Perseus:text:2008.01.0074,Plutarch,Themistocles,Plu. Them.,
"Perseus:abo:tlg,0007,011",urn:cts:greekLit:tlg0007.tlg011.perseus-eng1,Plut. Cam.,English,Perseus:text:2008.01.0012,Plutarch,Camillus,Plu. Cam.,
"Perseus:abo:tlg,0007,011",urn:cts:greekLit:tlg0007.tlg011.perseus-grc1,Plut. Cam.,Greek,Perseus:text:2008.01.0086,Plutarch,Camillus,Plu. Cam.,
"Perseus:abo:tlg,0007,012",urn:cts:greekLit:tlg0007.tlg012.perseus-eng1,Plut. Per.,English,Perseus:text:2008.01.0055,Plutarch,Pericles,Plu. Per.,
"Perseus:abo:tlg,0007,012",urn:cts:greekLit:tlg0007.tlg012.perseus-grc1,Plut. Per.,Greek,Perseus:text:2008.01.0072,Plutarch,Pericles,Plu. Per.,
"Perseus:abo:tlg,0007,013",urn:cts:greekLit:tlg0007.tlg013.perseus-eng1,Plut. Fab.,English,Perseus:text:2008.01.0043,Plutarch,Fabius Maximus,Plu. Fab.,
"Perseus:abo:tlg,0007,013",urn:cts:greekLit:tlg0007.tlg013.perseus-grc1,Plut. Fab.,Greek,Perseus:text:2008.01.0114,Plutarch,Fabius Maximus,Plu. Fab.,
"Perseus:abo:tlg,0007,014",urn:cts:greekLit:tlg0007.tlg014.perseus-eng1,Plut. Comp. Per. Fab.,English,Perseus:text:2008.01.0031,Plutarch,Comparison of Pericles and Fabius Maximus,Plu. Comp. Per. Fab.,
"Perseus:abo:tlg,0007,014",urn:cts:greekLit:tlg0007.tlg014.perseus-grc1,Plut. Comp. Per. Fab.,Greek,Perseus:text:2008.01.0103,Plutarch,Comparison of Pericles and Fabius Maximus,Plu. Comp. Per. Fab.,
"Perseus:abo:tlg,0007,015",urn:cts:greekLit:tlg0007.tlg015.perseus-eng1,Plut. Alc.,English,Perseus:text:2008.01.0006,Plutarch,Alcibiades,Plu. Alc.,
"Perseus:abo:tlg,0007,015",urn:cts:greekLit:tlg0007.tlg015.perseus-grc1,Plut. Alc.,Greek,Perseus:text:1999.01.0181,Plutarch,Alcibiades,Plu. Alc.,
"Perseus:abo:tlg,0007,016",urn:cts:greekLit:tlg0007.tlg016.perseus-eng1,Plut. Cor.,English,Perseus:text:2008.01.0037,Plutarch,Caius Marcius Coriolanus,Plu. Cor.,
"Perseus:abo:tlg,0007,016",urn:cts:greekLit:tlg0007.tlg016.perseus-grc1,Plut. Cor.,Greek,Perseus:text:2008.01.0109,Plutarch,Caius Marcius Coriolanus,Plu. Cor.,
"Perseus:abo:tlg,0007,017",urn:cts:greekLit:tlg0007.tlg017.perseus-eng1,Plut. Comp. Alc. Cor.,English,Perseus:text:2008.01.0021,Plutarch,Comparison of Alcibiades and Coriolanus,Plu. Comp. Alc. Cor.,
"Perseus:abo:tlg,0007,017",urn:cts:greekLit:tlg0007.tlg017.perseus-grc1,Plut. Comp. Alc. Cor.,Greek,Perseus:text:2008.01.0094,Plutarch,Comparison of Alcibiades and Coriolanus,Plu. Comp. Alc. Cor.,
"Perseus:abo:tlg,0007,018",urn:cts:greekLit:tlg0007.tlg018.perseus-eng1,Plut. Tim.,English,Perseus:text:2008.01.0068,Plutarch,Timoleon,Plu. Tim.,
"Perseus:abo:tlg,0007,018",urn:cts:greekLit:tlg0007.tlg018.perseus-grc1,Plut. Tim.,Greek,Perseus:text:2008.01.0128,Plutarch,Timoleon,Plu. Tim.,
"Perseus:abo:tlg,0007,019",urn:cts:greekLit:tlg0007.tlg019.perseus-eng1,Plut. Aem.,English,Perseus:text:2008.01.0003,Plutarch,Aemilius Paulus,Plu. Aem.,
"Perseus:abo:tlg,0007,019",urn:cts:greekLit:tlg0007.tlg019.perseus-grc1,Plut. Aem.,Greek,Perseus:text:2008.01.0080,Plutarch,Aemilius Paulus,Plu. Aem.,
"Perseus:abo:tlg,0007,020",urn:cts:greekLit:tlg0007.tlg020.perseus-eng1,Plut. Comp. Tim. Aem.,English,Perseus:text:2008.01.0036,Plutarch,Comparison of Timoleon and Aemilius,Plu. Comp. Tim. Aem.,
"Perseus:abo:tlg,0007,020",urn:cts:greekLit:tlg0007.tlg020.perseus-grc1,Plut. Comp. Tim. Aem.,Greek,Perseus:text:2008.01.0108,Plutarch,Comparison of Timoleon and Aemilius,Plu. Comp. Tim. Aem.,
"Perseus:abo:tlg,0007,021",urn:cts:greekLit:tlg0007.tlg021.perseus-eng1,Plut. Pel.,English,Perseus:text:2008.01.0054,Plutarch,Pelopidas,Plu. Pel.,
"Perseus:abo:tlg,0007,021",urn:cts:greekLit:tlg0007.tlg021.perseus-grc1,Plut. Pel.,Greek,Perseus:text:2008.01.0120,Plutarch,Pelopidas,Plu. Pel.,
"Perseus:abo:tlg,0007,022",urn:cts:greekLit:tlg0007.tlg022.perseus-eng1,Plut. Marc.,English,Perseus:text:2008.01.0050,Plutarch,Marcellus,Plu. Marc.,
"Perseus:abo:tlg,0007,022",urn:cts:greekLit:tlg0007.tlg022.perseus-grc1,Plut. Marc.,Greek,Perseus:text:2008.01.0118,Plutarch,Marcellus,Plu. Marc.,
"Perseus:abo:tlg,0007,023",urn:cts:greekLit:tlg0007.tlg023.perseus-eng1,Plut. Comp. Pel. Marc.,English,Perseus:text:2008.01.0030,Plutarch,Comparison of Pelopidas and Marcellus,Plu. Comp. Pel. Marc.,
"Perseus:abo:tlg,0007,023",urn:cts:greekLit:tlg0007.tlg023.perseus-grc1,Plut. Comp. Pel. Marc.,Greek,Perseus:text:2008.01.0102,Plutarch,Comparison of Pelopidas and Marcellus,Plu. Comp. Pel. Marc.,
"Perseus:abo:tlg,0007,024",urn:cts:greekLit:tlg0007.tlg024.perseus-eng1,Plut. Arist.,English,Perseus:text:2008.01.0009,Plutarch,Aristides,Plu. Arist.,
"Perseus:abo:tlg,0007,024",urn:cts:greekLit:tlg0007.tlg024.perseus-grc1,Plut. Arist.,Greek,Perseus:text:1999.01.0182,Plutarch,Aristides,Plu. Arist.,
"Perseus:abo:tlg,0007,025",urn:cts:greekLit:tlg0007.tlg025.perseus-eng1,Plut. Cat. Ma.,English,Perseus:text:2008.01.0013,Plutarch,Marcus Cato,Plu. Cat. Ma.,
"Perseus:abo:tlg,0007,025",urn:cts:greekLit:tlg0007.tlg025.perseus-grc1,Plut. Cat. Ma.,Greek,Perseus:text:2008.01.0087,Plutarch,Marcus Cato,Plu. Cat. Ma.,
"Perseus:abo:tlg,0007,026",urn:cts:greekLit:tlg0007.tlg026.perseus-eng1,Plut. Comp. Aristid. Cat.,English,Perseus:text:2008.01.0022,Plutarch,Comparison of Aristides with Marcus Cato,Plu. Comp. Aristid. Cat.,
"Perseus:abo:tlg,0007,026",urn:cts:greekLit:tlg0007.tlg026.perseus-grc1,Plut. Comp. Aristid. Cat.,Greek,Perseus:text:2008.01.0095,Plutarch,Comparison of Aristides with Marcus Cato,Plu. Comp. Aristid. Cat.,
"Perseus:abo:tlg,0007,027",urn:cts:greekLit:tlg0007.tlg027.perseus-eng1,Plut. Phil.,English,Perseus:text:2008.01.0056,Plutarch,Philopoemen,Plu. Phil.,
"Perseus:abo:tlg,0007,027",urn:cts:greekLit:tlg0007.tlg027.perseus-grc1,Plut. Phil.,Greek,Perseus:text:2008.01.0121,Plutarch,Philopoemen,Plu. Phil.,
"Perseus:abo:tlg,0007,028",urn:cts:greekLit:tlg0007.tlg028.perseus-eng1,Plut. Flam.,English,Perseus:text:2008.01.0044,Plutarch,Titus Flamininus,Plu. Flam.,
"Perseus:abo:tlg,0007,028",urn:cts:greekLit:tlg0007.tlg028.perseus-grc1,Plut. Flam.,Greek,Perseus:text:2008.01.0115,Plutarch,Titus Flamininus,Plu. Flam.,
"Perseus:abo:tlg,0007,029",urn:cts:greekLit:tlg0007.tlg029.perseus-eng1,Plut. Comp. Phil. Flam.,English,Perseus:text:2008.01.0032,Plutarch,Comparison of Philopoemen and Titus,Plu. Comp. Phil. Flam.,
"Perseus:abo:tlg,0007,029",urn:cts:greekLit:tlg0007.tlg029.perseus-grc1,Plut. Comp. Phil. Flam.,Greek,Perseus:text:2008.01.0104,Plutarch,Comparison of Philopoemen and Titus,Plu. Comp. Phil. Flam.,
"Perseus:abo:tlg,0007,030",urn:cts:greekLit:tlg0007.tlg030.perseus-eng1,Plut. Pyrrh.,English,Perseus:text:2008.01.0060,Plutarch,Pyrrhus,Plu. Pyrrh.,
"Perseus:abo:tlg,0007,030",urn:cts:greekLit:tlg0007.tlg030.perseus-grc1,Plut. Pyrrh.,Greek,Perseus:text:2008.01.0134,Plutarch,Pyrrhus,Plu. Pyrrh.,
"Perseus:abo:tlg,0007,031",urn:cts:greekLit:tlg0007.tlg031.perseus-eng1,Plut. Mar.,English,Perseus:text:2008.01.0049,Plutarch,Caius Marius,Plu. Mar.,
"Perseus:abo:tlg,0007,031",urn:cts:greekLit:tlg0007.tlg031.perseus-grc1,Plut. Mar.,Greek,Perseus:text:2008.01.0132,Plutarch,Caius Marius,Plu. Mar.,
"Perseus:abo:tlg,0007,032",urn:cts:greekLit:tlg0007.tlg032.perseus-eng1,Plut. Lys.,English,Perseus:text:2008.01.0048,Plutarch,Lysander,Plu. Lys.,
"Perseus:abo:tlg,0007,032",urn:cts:greekLit:tlg0007.tlg032.perseus-grc1,Plut. Lys.,Greek,Perseus:text:2008.01.0070,Plutarch,Lysander,Plu. Lys.,
"Perseus:abo:tlg,0007,033",urn:cts:greekLit:tlg0007.tlg033.perseus-eng1,Plut. Sull.,English,Perseus:text:2008.01.0064,Plutarch,Sulla,Plu. Sull.,
"Perseus:abo:tlg,0007,033",urn:cts:greekLit:tlg0007.tlg033.perseus-grc1,Plut. Sull.,Greek,Perseus:text:2008.01.0126,Plutarch,Sulla,Plu. Sull.,
"Perseus:abo:tlg,0007,034",urn:cts:greekLit:tlg0007.tlg034.perseus-eng1,Plut. Comp. Lys. Sull.,English,Perseus:text:2008.01.0028,Plutarch,Comparison of Lysander and Sulla,Plu. Comp. Lys. Sull.,
"Perseus:abo:tlg,0007,034",urn:cts:greekLit:tlg0007.tlg034.perseus-grc1,Plut. Comp. Lys. Sull.,Greek,Perseus:text:2008.01.0100,Plutarch,Comparison of Lysander and Sulla,Plu. Comp. Lys. Sull.,
"Perseus:abo:tlg,0007,035",urn:cts:greekLit:tlg0007.tlg035.perseus-eng1,Plut. Cim.,English,Perseus:text:2008.01.0017,Plutarch,Cimon,Plu. Cim.,
"Perseus:abo:tlg,0007,035",urn:cts:greekLit:tlg0007.tlg035.perseus-grc1,Plut. Cim.,Greek,Perseus:text:2008.01.0069,Plutarch,Cimon,Plu. Cim.,
"Perseus:abo:tlg,0007,036",urn:cts:greekLit:tlg0007.tlg036.perseus-eng1,Plut. Luc.,English,Perseus:text:2008.01.0046,Plutarch,Lucullus,Plu. Luc.,
"Perseus:abo:tlg,0007,036",urn:cts:greekLit:tlg0007.tlg036.perseus-grc1,Plut. Luc.,Greek,Perseus:text:2008.01.0117,Plutarch,Lucullus,Plu. Luc.,
"Perseus:abo:tlg,0007,037",urn:cts:greekLit:tlg0007.tlg037.perseus-eng1,Plut. Comp. Cim. Luc.,English,Perseus:text:2008.01.0026,Plutarch,Comparison of Lucullus and Cimon,Plu. Comp. Cim. Luc.,
"Perseus:abo:tlg,0007,037",urn:cts:greekLit:tlg0007.tlg037.perseus-grc1,Plut. Comp. Cim. Luc.,Greek,Perseus:text:2008.01.0098,Plutarch,Comparison of Lucullus and Cimon,Plu. Comp. Cim. Luc.,
"Perseus:abo:tlg,0007,038",urn:cts:greekLit:tlg0007.tlg038.perseus-eng1,Plut. Nic.,English,Perseus:text:2008.01.0051,Plutarch,Nicias,Plu. Nic.,
"Perseus:abo:tlg,0007,038",urn:cts:greekLit:tlg0007.tlg038.perseus-grc1,Plut. Nic.,Greek,Perseus:text:2008.01.0071,Plutarch,Nicias,Plu. Nic.,
"Perseus:abo:tlg,0007,039",urn:cts:greekLit:tlg0007.tlg039.perseus-eng1,Plut. Crass.,English,Perseus:text:2008.01.0038,Plutarch,Crassus,Plu. Crass.,
"Perseus:abo:tlg,0007,039",urn:cts:greekLit:tlg0007.tlg039.perseus-grc1,Plut. Crass.,Greek,Perseus:text:2008.01.0110,Plutarch,Crassus,Plu. Crass.,
"Perseus:abo:tlg,0007,040",urn:cts:greekLit:tlg0007.tlg040.perseus-eng1,Plut. Comp. Nic. Crass.,English,Perseus:text:2008.01.0029,Plutarch,Comparison of Nicias and Crassus,Plu. Comp. Nic. Crass.,
"Perseus:abo:tlg,0007,040",urn:cts:greekLit:tlg0007.tlg040.perseus-grc1,Plut. Comp. Nic. Crass.,Greek,Perseus:text:2008.01.0101,Plutarch,Comparison of Nicias and Crassus,Plu. Comp. Nic. Crass.,
"Perseus:abo:tlg,0007,041",urn:cts:greekLit:tlg0007.tlg041.perseus-eng1,Plut. Eum.,English,Perseus:text:2008.01.0042,Plutarch,Eumenes,Plu. Eum.,
"Perseus:abo:tlg,0007,041",urn:cts:greekLit:tlg0007.tlg041.perseus-grc1,Plut. Eum.,Greek,Perseus:text:2008.01.0113,Plutarch,Eumenes,Plu. Eum.,
"Perseus:abo:tlg,0007,042",urn:cts:greekLit:tlg0007.tlg042.perseus-eng1,Plut. Sert.,English,Perseus:text:2008.01.0062,Plutarch,Sertorius,Plu. Sert.,
"Perseus:abo:tlg,0007,042",urn:cts:greekLit:tlg0007.tlg042.perseus-grc1,Plut. Sert.,Greek,Perseus:text:2008.01.0125,Plutarch,Sertorius,Plu. Sert.,
"Perseus:abo:tlg,0007,043",urn:cts:greekLit:tlg0007.tlg043.perseus-eng1,Plut. Comp. Eum. Sert.,English,Perseus:text:2008.01.0033,Plutarch,Comparison of Sertorius and Eumenes,Plu. Comp. Eum. Sert.,
"Perseus:abo:tlg,0007,043",urn:cts:greekLit:tlg0007.tlg043.perseus-grc1,Plut. Comp. Eum. Sert.,Greek,Perseus:text:2008.01.0105,Plutarch,Comparison of Sertorius and Eumenes,Plu. Comp. Eum. Sert.,
"Perseus:abo:tlg,0007,044",urn:cts:greekLit:tlg0007.tlg044.perseus-eng1,Plut. Ages.,English,Perseus:text:2008.01.0004,Plutarch,Agesilaus,Plu. Ages.,
"Perseus:abo:tlg,0007,044",urn:cts:greekLit:tlg0007.tlg044.perseus-grc1,Plut. Ages.,Greek,Perseus:text:2008.01.0081,Plutarch,Agesilaus,Plu. Ages.,
"Perseus:abo:tlg,0007,045",urn:cts:greekLit:tlg0007.tlg045.perseus-eng1,Plut. Pomp.,English,Perseus:text:2008.01.0058,Plutarch,Pompey,Plu. Pomp.,
