ABOs,Original P4 CTS URN,Perseus Abbreviation,Language,Perseus text ID,Authors,Work,"Other Abbreviations (LSJ, OCD, etc)",Notes
"Perseus:abo:phi,0914,00110",urn:cts:latinLit:phi0914.phi00110.perseus-eng1,Liv. 10,English,Perseus:text:1999.02.0155:book=10,Titus Livius (Livy),"The History of Rome, Book 10",,
"Perseus:abo:phi,0914,00111s",urn:cts:latinLit:phi0914.phi00111s.perseus-eng1,Liv. 11,English,Perseus:text:1999.02.0155:book=11s,Titus Livius (Livy),"The History of Rome, Book 11, Summary ",,
"Perseus:abo:phi,0914,00112s",urn:cts:latinLit:phi0914.phi00112s.perseus-eng1,Liv. 12,English,Perseus:text:1999.02.0155:book=12s,Titus Livius (Livy),"The History of Rome, Book 12, Summary ",,
"Perseus:abo:phi,0914,00113s",urn:cts:latinLit:phi0914.phi00113s.perseus-eng1,Liv. 13,English,Perseus:text:1999.02.0155:book=13s,Titus Livius (Livy),"The History of Rome, Book 13, Summary ",,
"Perseus:abo:phi,0914,00114s",urn:cts:latinLit:phi0914.phi00114s.perseus-eng1,Liv. 14,English,Perseus:text:1999.02.0155:book=14s,Titus Livius (Livy),"The History of Rome, Book 14, Summary ",,
"Perseus:abo:phi,0914,00115s",urn:cts:latinLit:phi0914.phi00115s.perseus-eng1,Liv. 15,English,Perseus:text:1999.02.0155:book=15s,Titus Livius (Livy),"The History of Rome, Book 15, Summary ",,
"Perseus:abo:phi,0914,00116s",urn:cts:latinLit:phi0914.phi00116s.perseus-eng1,Liv. 16,English,Perseus:text:1999.02.0155:book=16s,Titus Livius (Livy),"The History of Rome, Book 16, Summary ",,
"Perseus:abo:phi,0914,00117s",urn:cts:latinLit:phi0914.phi00117s.perseus-eng1,Liv. 17,English,Perseus:text:1999.02.0155:book=17s,Titus Livius (Livy),"The History of Rome, Book 17, Summary ",,
"Perseus:abo:phi,0914,00118s",urn:cts:latinLit:phi0914.phi00118s.perseus-eng1,Liv. 18,English,Perseus:text:1999.02.0155:book=18s,Titus Livius (Livy),"The History of Rome, Book 18, Summary ",,
"Perseus:abo:phi,0914,00119s",urn:cts:latinLit:phi0914.phi00119s.perseus-eng1,Liv. 19,English,Perseus:text:1999.02.0155:book=19s,Titus Livius (Livy),"The History of Rome, Book 19, Summary ",,
"Perseus:abo:phi,0914,00120s",urn:cts:latinLit:phi0914.phi00120s.perseus-eng1,Liv. 20,English,Perseus:text:1999.02.0155:book=20s,Titus Livius (Livy),"The History of Rome, Book 20, Summary ",,
"Perseus:abo:phi,0914,0018",urn:cts:latinLit:phi0914.phi0018.perseus-eng1,Liv. 8,English,Perseus:text:1999.02.0155:book=8,Titus Livius (Livy),"The History of Rome, Book 8",,
"Perseus:abo:phi,0914,0019",urn:cts:latinLit:phi0914.phi0019.perseus-eng1,Liv. 9,English,Perseus:text:1999.02.0155:book=9,Titus Livius (Livy),"The History of Rome, Book 9",,
"Perseus:abo:phi,0914,00110",urn:cts:latinLit:phi0914.phi00110.perseus-lat3,Liv. 10,English,Perseus:text:1999.02.0156:book=10,Titus Livius (Livy),"The History of Rome, Book 10",,
"Perseus:abo:phi,0914,00111s",urn:cts:latinLit:phi0914.phi00111s.perseus-lat2,Liv. 11,Latin,Perseus:text:1999.02.0156:book=11s,Titus Livius (Livy),"Ab Urbe Condita, Book 11, Summary",,
"Perseus:abo:phi,0914,00112s",urn:cts:latinLit:phi0914.phi00112s.perseus-lat2,Liv. 12,Latin,Perseus:text:1999.02.0156:book=12s,Titus Livius (Livy),"Ab Urbe Condita, Book 12, Summary",,
"Perseus:abo:phi,0914,00113s",urn:cts:latinLit:phi0914.phi00113s.perseus-lat2,Liv. 13,Latin,Perseus:text:1999.02.0156:book=13s,Titus Livius (Livy),"Ab Urbe Condita, Book 13, Summary",,
"Perseus:abo:phi,0914,00114s",urn:cts:latinLit:phi0914.phi00114s.perseus-lat2,Liv. 14,Latin,Perseus:text:1999.02.0156:book=14s,Titus Livius (Livy),"Ab Urbe Condita, Book 14, Summary",,
"Perseus:abo:phi,0914,00115s",urn:cts:latinLit:phi0914.phi00115s.perseus-lat2,Liv. 15,Latin,Perseus:text:1999.02.0156:book=15s,Titus Livius (Livy),"Ab Urbe Condita, Book 15, Summary",,
"Perseus:abo:phi,0914,00116s",urn:cts:latinLit:phi0914.phi00116s.perseus-lat2,Liv. 16,Latin,Perseus:text:1999.02.0156:book=16s,Titus Livius (Livy),"Ab Urbe Condita, Book 16, Summary",,
"Perseus:abo:phi,0914,00117s",urn:cts:latinLit:phi0914.phi00117s.perseus-lat2,Liv. 17,Latin,Perseus:text:1999.02.0156:book=17s,Titus Livius (Livy),"Ab Urbe Condita, Book 17, Summary",,
"Perseus:abo:phi,0914,00118s",urn:cts:latinLit:phi0914.phi00118s.perseus-lat2,Liv. 18,Latin,Perseus:text:1999.02.0156:book=18s,Titus Livius (Livy),"Ab Urbe Condita, Book 18, Summary",,
"Perseus:abo:phi,0914,00119s",urn:cts:latinLit:phi0914.phi00119s.perseus-lat2,Liv. 19,Latin,Perseus:text:1999.02.0156:book=19s,Titus Livius (Livy),"Ab Urbe Condita, Book 19, Summary",,
"Perseus:abo:phi,0914,00120s",urn:cts:latinLit:phi0914.phi00120s.perseus-lat2,Liv. 20,Latin,Perseus:text:1999.02.0156:book=20s,Titus Livius (Livy),"Ab Urbe Condita, Book 20, Summary",,
"Perseus:abo:phi,0914,0018",urn:cts:latinLit:phi0914.phi0018.perseus-lat3,Liv. 8,Latin,Perseus:text:1999.02.0156:book=8,Titus Livius (Livy),"Ab Urbe Condita, Book 8",,
"Perseus:abo:phi,0914,0019",urn:cts:latinLit:phi0914.phi0019.perseus-lat3,Liv. 9,Latin,Perseus:text:1999.02.0156:book=9,Titus Livius (Livy),"Ab Urbe Condita, Book 9",,
"Perseus:abo:phi,0914,00123",urn:cts:latinLit:phi0914.phi00123.perseus-eng1,Liv. 23,English,Perseus:text:1999.02.0157:book=23,Titus Livius (Livy),"The History of Rome, Book 23",,
"Perseus:abo:phi,0914,00124",urn:cts:latinLit:phi0914.phi00124.perseus-eng1,Liv. 24,English,Perseus:text:1999.02.0157:book=24,Titus Livius (Livy),"The History of Rome, Book 24",,
"Perseus:abo:phi,0914,00125",urn:cts:latinLit:phi0914.phi00125.perseus-eng1,Liv. 25,English,Perseus:text:1999.02.0157:book=25,Titus Livius (Livy),"The History of Rome, Book 25",,
"Perseus:abo:phi,0914,00126",urn:cts:latinLit:phi0914.phi00126.perseus-eng1,Liv. 26,English,Perseus:text:1999.02.0158:book=26,Titus Livius (Livy),"The History of Rome, Book 26",,
"Perseus:abo:phi,0914,00127",urn:cts:latinLit:phi0914.phi00127.perseus-eng1,Liv. 27,English,Perseus:text:1999.02.0158:book=27,Titus Livius (Livy),"The History of Rome, Book 27",,
"Perseus:abo:phi,0914,00128",urn:cts:latinLit:phi0914.phi00128.perseus-eng1,Liv. 28,English,Perseus:text:1999.02.0159:book=28,Titus Livius (Livy),"The History of Rome, Book 28",,
"Perseus:abo:phi,0914,00129",urn:cts:latinLit:phi0914.phi00129.perseus-eng1,Liv. 29,English,Perseus:text:1999.02.0159:book=29,Titus Livius (Livy),"The History of Rome, Book 29",,
"Perseus:abo:phi,0914,00130",urn:cts:latinLit:phi0914.phi00130.perseus-eng1,Liv. 30,English,Perseus:text:1999.02.0159:book=30,Titus Livius (Livy),"The History of Rome, Book 30",,
"Perseus:abo:phi,0914,0011",urn:cts:latinLit:phi0914.phi0011.perseus-lat3,Liv. 11,Latin,Perseus:text:1999.02.0160:book=1,Titus Livius (Livy),"Ab Urbe Condita, Book 1",,
"Perseus:abo:phi,0914,0012",urn:cts:latinLit:phi0914.phi0012.perseus-lat3,Liv. 12,Latin,Perseus:text:1999.02.0160:book=2,Titus Livius (Livy),"Ab Urbe Condita, Book 2",,
"Perseus:abo:phi,0914,0013",urn:cts:latinLit:phi0914.phi0013.perseus-lat2,Liv. 13,Latin,Perseus:text:1999.02.0160:book=3,Titus Livius (Livy),"Ab Urbe Condita, Book 3",,
"Perseus:abo:phi,0914,0014",urn:cts:latinLit:phi0914.phi0014.perseus-lat2,Liv. 14,Latin,Perseus:text:1999.02.0160:book=4,Titus Livius (Livy),"Ab Urbe Condita, Book 4",,
"Perseus:abo:phi,0914,0015",urn:cts:latinLit:phi0914.phi0015.perseus-lat2,Liv. 15,Latin,Perseus:text:1999.02.0160:book=5,Titus Livius (Livy),"Ab Urbe Condita, Book 5",,
"Perseus:abo:phi,0914,00121",urn:cts:latinLit:phi0914.phi00121.perseus-lat2,Liv. 21,Latin,Perseus:text:1999.02.0161:book=21,Titus Livius (Livy),"Ab Urbe Condita, Book 21
",,
"Perseus:abo:phi,0914,00122",urn:cts:latinLit:phi0914.phi00122.perseus-lat2,Liv. 22,Latin,Perseus:text:1999.02.0161:book=22,Titus Livius (Livy),"Ab Urbe Condita, Book 22
",,
"Perseus:abo:phi,0914,00123",urn:cts:latinLit:phi0914.phi00123.perseus-lat1,Liv. 23,Latin,Perseus:text:1999.02.0161:book=23,Titus Livius (Livy),"Ab Urbe Condita, Book 23",,
"Perseus:abo:phi,0914,00124",urn:cts:latinLit:phi0914.phi00124.perseus-lat1,Liv. 24,Latin,Perseus:text:1999.02.0161:book=24,Titus Livius (Livy),"Ab Urbe Condita, Book 24",,
"Perseus:abo:phi,0914,00125",urn:cts:latinLit:phi0914.phi00125.perseus-lat1,Liv. 25,Latin,Perseus:text:1999.02.0161:book=25,Titus Livius (Livy),"Ab Urbe Condita, Book 25",,
"Perseus:abo:phi,0914,00126",urn:cts:latinLit:phi0914.phi00126.perseus-lat3,Liv. 26,Latin,Perseus:text:1999.02.0162:book=26,Titus Livius (Livy),"Ab Urbe Condita, Book 26",,
"Perseus:abo:phi,0914,00127",urn:cts:latinLit:phi0914.phi00127.perseus-lat3,Liv. 27,Latin,Perseus:text:1999.02.0162:book=27,Titus Livius (Livy),"Ab Urbe Condita, Book 27",,
"Perseus:abo:phi,0914,00128",urn:cts:latinLit:phi0914.phi00128.perseus-lat2,Liv. 28,Latin,Perseus:text:1999.02.0162:book=28,Titus Livius (Livy),"Ab Urbe Condita, Book 28",,
"Perseus:abo:phi,0914,00129",urn:cts:latinLit:phi0914.phi00129.perseus-lat2,Liv. 29,Latin,Perseus:text:1999.02.0162:book=29,Titus Livius (Livy),"Ab Urbe Condita, Book 29",,
"Perseus:abo:phi,0914,00130",urn:cts:latinLit:phi0914.phi00130.perseus-lat2,Liv. 30,Latin,Perseus:text:1999.02.0162:book=30,Titus Livius (Livy),"Ab Urbe Condita, Book 30",,
"Perseus:abo:phi,0914,00110",urn:cts:latinLit:phi0914.phi00110.perseus-lat2,Liv. 10,Latin,Perseus:text:1999.02.0163:book=10,Titus Livius (Livy),"Ab Urbe Condita, Book 10",,
"Perseus:abo:phi,0914,0016",urn:cts:latinLit:phi0914.phi0016.perseus-lat3,Liv. 6,Latin,Perseus:text:1999.02.0163:book=6,Titus Livius (Livy),"Ab Urbe Condita, Book 6",,
"Perseus:abo:phi,0914,0017",urn:cts:latinLit:phi0914.phi0017.perseus-lat3,Liv. 7,Latin,Perseus:text:1999.02.0163:book=7,Titus Livius (Livy),"Ab Urbe Condita, Book 7",,
"Perseus:abo:phi,0914,0018",urn:cts:latinLit:phi0914.phi0018.perseus-lat2,Liv. 8,Latin,Perseus:text:1999.02.0163:book=8,Titus Livius (Livy),"Ab Urbe Condita, Book 8",,
"Perseus:abo:phi,0914,0019",urn:cts:latinLit:phi0914.phi0019.perseus-lat2,Liv. 9,Latin,Perseus:text:1999.02.0163:book=9,Titus Livius (Livy),"Ab Urbe Condita, Book 9",,
"Perseus:abo:phi,0914,00131",urn:cts:latinLit:phi0914.phi00131.perseus-eng1,Liv. 31,English,Perseus:text:1999.02.0164:book=31,Titus Livius (Livy),"The History of Rome, Book 31",,
"Perseus:abo:phi,0914,00132",urn:cts:latinLit:phi0914.phi00132.perseus-eng1,Liv. 32,English,Perseus:text:1999.02.0164:book=32,Titus Livius (Livy),"The History of Rome, Book 32",,
"Perseus:abo:phi,0914,00133",urn:cts:latinLit:phi0914.phi00133.perseus-eng1,Liv. 33,English,Perseus:text:1999.02.0164:book=33,Titus Livius (Livy),"The History of Rome, Book 33",,
"Perseus:abo:phi,0914,00134",urn:cts:latinLit:phi0914.phi00134.perseus-eng1,Liv. 34,English,Perseus:text:1999.02.0164:book=34,Titus Livius (Livy),"The History of Rome, Book 34",,
"Perseus:abo:phi,0914,00135",urn:cts:latinLit:phi0914.phi00135.perseus-eng1,Liv. 35,English,Perseus:text:1999.02.0165:book=35,Titus Livius (Livy),"The History of Rome, Book 35",,
"Perseus:abo:phi,0914,00136",urn:cts:latinLit:phi0914.phi00136.perseus-eng1,Liv. 36,English,Perseus:text:1999.02.0165:book=36,Titus Livius (Livy),"The History of Rome, Book 36",,
"Perseus:abo:phi,0914,00137",urn:cts:latinLit:phi0914.phi00137.perseus-eng1,Liv. 37,English,Perseus:text:1999.02.0165:book=37,Titus Livius (Livy),"The History of Rome, Book 37",,
"Perseus:abo:phi,0914,00138",urn:cts:latinLit:phi0914.phi00138.perseus-eng1,Liv. 38,English,Perseus:text:1999.02.0166:book=38,Titus Livius (Livy),"The History of Rome, Book 38",,
"Perseus:abo:phi,0914,00139",urn:cts:latinLit:phi0914.phi00139.perseus-eng1,Liv. 39,English,Perseus:text:1999.02.0166:book=39,Titus Livius (Livy),"The History of Rome, Book 39",,
"Perseus:abo:phi,0914,00140",urn:cts:latinLit:phi0914.phi00140.perseus-eng1,Liv. 40,English,Perseus:text:1999.02.0167:book=40,Titus Livius (Livy),"The History of Rome, Book 40",,
"Perseus:abo:phi,0914,00141",urn:cts:latinLit:phi0914.phi00141.perseus-eng1,Liv. 41,English,Perseus:text:1999.02.0167:book=41,Titus Livius (Livy),"The History of Rome, Book 41",,
"Perseus:abo:phi,0914,00142",urn:cts:latinLit:phi0914.phi00142.perseus-eng1,Liv. 42,English,Perseus:text:1999.02.0167:book=42,Titus Livius (Livy),"The History of Rome, Book 42",,
"Perseus:abo:phi,0914,00143",urn:cts:latinLit:phi0914.phi00143.perseus-eng1,Liv. 43,English,Perseus:text:1999.02.0168:book=43,Titus Livius (Livy),"The History of Rome, Book 43",,
"Perseus:abo:phi,0914,00144",urn:cts:latinLit:phi0914.phi00144.perseus-eng1,Liv. 44,English,Perseus:text:1999.02.0168:book=44,Titus Livius (Livy),"The History of Rome, Book 44",,
"Perseus:abo:phi,0914,00145",urn:cts:latinLit:phi0914.phi00145.perseus-eng1,Liv. 45,English,Perseus:text:1999.02.0168:book=45,Titus Livius (Livy),"The History of Rome, Book 45",,
"Perseus:abo:phi,0914,0011",urn:cts:latinLit:phi0914.phi0011.perseus-lat1,Liv. 1,Latin,Perseus:text:1999.02.0169:book=1,Titus Livius (Livy),"Ab Urbe Condita, Book 1",,
"Perseus:abo:phi,0914,00110",urn:cts:latinLit:phi0914.phi00110.perseus-lat1,Liv. 10,Latin,Perseus:text:1999.02.0169:book=10,Titus Livius (Livy),"Ab Urbe Condita, Book 10",,
"Perseus:abo:phi,0914,00111s",urn:cts:latinLit:phi0914.phi00111s.perseus-lat1,LIv. 11,Latin,Perseus:text:1999.02.0169:book=11s,Titus Livius (Livy),"Ab Urbe Condita, Book 11, Summary",,
"Perseus:abo:phi,0914,00112s",urn:cts:latinLit:phi0914.phi00112s.perseus-lat1,Liv. 12,Latin,Perseus:text:1999.02.0169:book=12s,Titus Livius (Livy),"Ab Urbe Condita, Book 12, Summary",,
"Perseus:abo:phi,0914,00113s",urn:cts:latinLit:phi0914.phi00113s.perseus-lat1,Liv. 13,Latin,Perseus:text:1999.02.0169:book=13s,Titus Livius (Livy),"Ab Urbe Condita, Book 13, Summary",,
"Perseus:abo:phi,0914,00114s",urn:cts:latinLit:phi0914.phi00114s.perseus-lat1,Liv. 14,Latin,Perseus:text:1999.02.0169:book=14s,Titus Livius (Livy),"Ab Urbe Condita, Book 14, Summary",,
"Perseus:abo:phi,0914,00115s",urn:cts:latinLit:phi0914.phi00115s.perseus-lat1,Liv. 15,Latin,Perseus:text:1999.02.0169:book=15s,Titus Livius (Livy),"Ab Urbe Condita, Book 15, Summary",,
"Perseus:abo:phi,0914,00116s",urn:cts:latinLit:phi0914.phi00116s.perseus-lat1,Liv. 16,Latin,Perseus:text:1999.02.0169:book=16s,Titus Livius (Livy),"Ab Urbe Condita, Book 16, Summary",,
"Perseus:abo:phi,0914,00117s",urn:cts:latinLit:phi0914.phi00117s.perseus-lat1,Liv. 17,Latin,Perseus:text:1999.02.0169:book=17s,Titus Livius (Livy),"Ab Urbe Condita, Book 17, Summary",,
"Perseus:abo:phi,0914,00118s",urn:cts:latinLit:phi0914.phi00118s.perseus-lat1,Liv. 18,Latin,Perseus:text:1999.02.0169:book=18s,Titus Livius (Livy),"Ab Urbe Condita, Book 18, Summary",,
"Perseus:abo:phi,0914,00119s",urn:cts:latinLit:phi0914.phi00119s.perseus-lat1,Liv. 19,Latin,Perseus:text:1999.02.0169:book=19s,Titus Livius (Livy),"Ab Urbe Condita, Book 19, Summary",,
"Perseus:abo:phi,0914,0012",urn:cts:latinLit:phi0914.phi0012.perseus-lat1,Liv. 2,Latin,Perseus:text:1999.02.0169:book=2,Titus Livius (Livy),"Ab Urbe Condita, Book 1",,
"Perseus:abo:phi,0914,00120s",urn:cts:latinLit:phi0914.phi00120s.perseus-lat1,Liv. 20,Latin,Perseus:text:1999.02.0169:book=20s,Titus Livius (Livy),"Ab Urbe Condita, Book 20, Summary",,
"Perseus:abo:phi,0914,0013",urn:cts:latinLit:phi0914.phi0013.perseus-lat1,Liv. 3,Latin,Perseus:text:1999.02.0169:book=3,Titus Livius (Livy),"Ab Urbe Condita, Book 3",,
"Perseus:abo:phi,0914,0014",urn:cts:latinLit:phi0914.phi0014.perseus-lat1,Liv. 4,Latin,Perseus:text:1999.02.0169:book=4,Titus Livius (Livy),"Ab Urbe Condita, Book 4",,
"Perseus:abo:phi,0914,0015",urn:cts:latinLit:phi0914.phi0015.perseus-lat1,Liv. 5,Latin,Perseus:text:1999.02.0169:book=5,Titus Livius (Livy),"Ab Urbe Condita, Book 5",,
"Perseus:abo:phi,0914,0016",urn:cts:latinLit:phi0914.phi0016.perseus-lat1,Liv. 6,Latin,Perseus:text:1999.02.0169:book=6,Titus Livius (Livy),"Ab Urbe Condita, Book 6",,
"Perseus:abo:phi,0914,0017",urn:cts:latinLit:phi0914.phi0017.perseus-lat1,Liv. 7,Latin,Perseus:text:1999.02.0169:book=7,Titus Livius (Livy),"Ab Urbe Condita, Book 7",,
"Perseus:abo:phi,0914,0018",urn:cts:latinLit:phi0914.phi0018.perseus-lat1,Liv. 8,Latin,Perseus:text:1999.02.0169:book=8,Titus Livius (Livy),"Ab Urbe Condita, Book 8",,
"Perseus:abo:phi,0914,0019",urn:cts:latinLit:phi0914.phi0019.perseus-lat1,Liv. 9,Latin,Perseus:text:1999.02.0169:book=9,Titus Livius (Livy),"Ab Urbe Condita, Book 9",,
"Perseus:abo:phi,0914,00121",urn:cts:latinLit:phi0914.phi00121.perseus-lat3,Liv. 21,Latin,Perseus:text:1999.02.0170:book=21,Titus Livius (Livy),"Ab Urbe Condita, Book 21
",,
"Perseus:abo:phi,0914,00122",urn:cts:latinLit:phi0914.phi00122.perseus-lat3,Liv. 22,Latin,Perseus:text:1999.02.0170:book=22,Titus Livius (Livy),"Ab Urbe Condita, Book 22
",,
"Perseus:abo:phi,0914,00123",urn:cts:latinLit:phi0914.phi00123.perseus-lat2,Liv. 23,Latin,Perseus:text:1999.02.0170:book=23,Titus Livius (Livy),"Ab Urbe Condita, Book 23
",,
"Perseus:abo:phi,0914,00124",urn:cts:latinLit:phi0914.phi00124.perseus-lat2,Liv. 24,Latin,Perseus:text:1999.02.0170:book=24,Titus Livius (Livy),"Ab Urbe Condita, Book 24
",,
"Perseus:abo:phi,0914,00125",urn:cts:latinLit:phi0914.phi00125.perseus-lat2,Liv. 25,Latin,Perseus:text:1999.02.0170:book=25,Titus Livius (Livy),"Ab Urbe Condita, Book 25
",,
"Perseus:abo:phi,0914,00126",urn:cts:latinLit:phi0914.phi00126.perseus-lat1,Liv. 26,Latin,Perseus:text:1999.02.0170:book=26,Titus Livius (Livy),"Ab Urbe Condita, Book 26
",,
"Perseus:abo:phi,0914,00127",urn:cts:latinLit:phi0914.phi00127.perseus-lat1,Liv. 27,Latin,Perseus:text:1999.02.0170:book=27,Titus Livius (Livy),"Ab Urbe Condita, Book 27
",,
"Perseus:abo:phi,0914,00128",urn:cts:latinLit:phi0914.phi00128.perseus-lat1,Liv. 28,Latin,Perseus:text:1999.02.0170:book=28,Titus Livius (Livy),"Ab Urbe Condita, Book 28
",,
"Perseus:abo:phi,0914,00129",urn:cts:latinLit:phi0914.phi00129.perseus-lat1,Liv. 29,Latin,Perseus:text:1999.02.0170:book=29,Titus Livius (Livy),"Ab Urbe Condita, Book 29
",,
"Perseus:abo:phi,0914,00130",urn:cts:latinLit:phi0914.phi00130.perseus-lat1,Liv. 30,Latin,Perseus:text:1999.02.0170:book=30,Titus Livius (Livy),"Ab Urbe Condita, Book 30
",,
"Perseus:abo:phi,0914,00131",urn:cts:latinLit:phi0914.phi00131.perseus-lat3,Liv. 31,Latin,Perseus:text:1999.02.0172:book=31,Titus Livius (Livy),"Ab Urbe Condita, Book 31
",,
"Perseus:abo:phi,0914,00132",urn:cts:latinLit:phi0914.phi00132.perseus-lat3,Liv. 32,Latin,Perseus:text:1999.02.0172:book=32,Titus Livius (Livy),"Ab Urbe Condita, Book 32
",,
"Perseus:abo:phi,0914,00133",urn:cts:latinLit:phi0914.phi00133.perseus-lat3,Liv. 33,Latin,Perseus:text:1999.02.0172:book=33,Titus Livius (Livy),"Ab Urbe Condita, Book 33
",,
"Perseus:abo:phi,0914,00134",urn:cts:latinLit:phi0914.phi00134.perseus-lat3,Liv. 34,Latin,Perseus:text:1999.02.0172:book=34,Titus Livius (Livy),"Ab Urbe Condita, Book 34
",,
"Perseus:abo:phi,0914,00135",urn:cts:latinLit:phi0914.phi00135.perseus-lat2,Liv. 35,Latin,Perseus:text:1999.02.0172:book=35,Titus Livius (Livy),"Ab Urbe Condita, Book 35
",,
"Perseus:abo:phi,0914,00136",urn:cts:latinLit:phi0914.phi00136.perseus-lat2,Liv. 36,Latin,Perseus:text:1999.02.0172:book=36,Titus Livius (Livy),"Ab Urbe Condita, Book 36
",,
"Perseus:abo:phi,0914,00137",urn:cts:latinLit:phi0914.phi00137.perseus-lat2,Liv. 37,Latin,Perseus:text:1999.02.0172:book=37,Titus Livius (Livy),"Ab Urbe Condita, Book 37
",,
"Perseus:abo:phi,0914,00138",urn:cts:latinLit:phi0914.phi00138.perseus-lat2,Liv. 38,Latin,Perseus:text:1999.02.0172:book=38,Titus Livius (Livy),"Ab Urbe Condita, Book 38
",,
"Perseus:abo:phi,0914,00139",urn:cts:latinLit:phi0914.phi00139.perseus-lat3,Liv. 39,Latin,Perseus:text:1999.02.0174:book=39,Titus Livius (Livy),"Ab Urbe Condita, Book 39
",,
"Perseus:abo:phi,0914,00140",urn:cts:latinLit:phi0914.phi00140.perseus-lat2,Liv. 40,Latin,Perseus:text:1999.02.0174:book=40,Titus Livius (Livy),"Ab Urbe Condita, Book 40
",,
"Perseus:abo:phi,0914,00131",urn:cts:latinLit:phi0914.phi00131.perseus-lat1,Liv. 31,Latin,Perseus:text:1999.02.0176:book=31,Titus Livius (Livy),"Ab Urbe Condita, Book 31
",,
"Perseus:abo:phi,0914,00132",urn:cts:latinLit:phi0914.phi00132.perseus-lat1,Liv. 32,Latin,Perseus:text:1999.02.0176:book=32,Titus Livius (Livy),"Ab Urbe Condita, Book 32
",,
"Perseus:abo:phi,0914,00133",urn:cts:latinLit:phi0914.phi00133.perseus-lat1,Liv. 33,Latin,Perseus:text:1999.02.0177:book=33,Titus Livius (Livy),"Ab Urbe Condita, Book 33
",,
"Perseus:abo:phi,0914,00134",urn:cts:latinLit:phi0914.phi00134.perseus-lat1,Liv. 34,Latin,Perseus:text:1999.02.0177:book=34,Titus Livius (Livy),"Ab Urbe Condita, Book 34
",,
"Perseus:abo:phi,0914,00135",urn:cts:latinLit:phi0914.phi00135.perseus-lat1,Liv. 35,Latin,Perseus:text:1999.02.0178:book=35,Titus Livius (Livy),"Ab Urbe Condita, Book 35
",,
"Perseus:abo:phi,0914,00136",urn:cts:latinLit:phi0914.phi00136.perseus-lat1,Liv. 36,Latin,Perseus:text:1999.02.0178:book=36,Titus Livius (Livy),"Ab Urbe Condita, Book 36
",,
"Perseus:abo:phi,0914,00137",urn:cts:latinLit:phi0914.phi00137.perseus-lat1,Liv. 37,Latin,Perseus:text:1999.02.0178:book=37,Titus Livius (Livy),"Ab Urbe Condita, Book 37
",,
"Perseus:abo:phi,0914,00138",urn:cts:latinLit:phi0914.phi00138.perseus-lat1,Liv. 38,Latin,Perseus:text:1999.02.0178:book=38,Titus Livius (Livy),"Ab Urbe Condita, Book 38
",,
"Perseus:abo:phi,0914,00139",urn:cts:latinLit:phi0914.phi00139.perseus-lat1,Liv. 39,Latin,Perseus:text:1999.02.0179:book=39,Titus Livius (Livy),"Ab Urbe Condita, Book 39
",,
"Perseus:abo:phi,0914,00140",urn:cts:latinLit:phi0914.phi00140.perseus-lat1,Liv. 40,Latin,Perseus:text:1999.02.0179:book=40,Titus Livius (Livy),"Ab Urbe Condita, Book 40
",,
"Perseus:abo:phi,0914,00141",urn:cts:latinLit:phi0914.phi00141.perseus-lat1,Liv. 41,Latin,Perseus:text:1999.02.0180:book=41,Titus Livius (Livy),"Ab Urbe Condita, Book 41
",,
"Perseus:abo:phi,0914,00142",urn:cts:latinLit:phi0914.phi00142.perseus-lat1,Liv. 42,Latin,Perseus:text:1999.02.0180:book=42,Titus Livius (Livy),"Ab Urbe Condita, Book 42
",,
"Perseus:abo:phi,0914,00143",urn:cts:latinLit:phi0914.phi00143.perseus-lat1,Liv. 43,Latin,Perseus:text:1999.02.0181:book=43,Titus Livius (Livy),"Ab Urbe Condita, Book 43
",,
"Perseus:abo:phi,0914,00144",urn:cts:latinLit:phi0914.phi00144.perseus-lat1,Liv. 44,Latin,Perseus:text:1999.02.0181:book=44,Titus Livius (Livy),"Ab Urbe Condita, Book 44
",,
"Perseus:abo:phi,0914,00145",urn:cts:latinLit:phi0914.phi00145.perseus-lat1,Liv. 45,Latin,Perseus:text:1999.02.0182,Titus Livius (Livy),"Ab Urbe Condita, Book 45
",,
"Perseus:abo:phi,0914,0011",urn:cts:latinLit:phi0914.phi0011.perseus-lat2,Liv. 1,Latin,Perseus:text:1999.02.0199:book=1,Titus Livius (Livy),"Ab Urbe Condita, Book 1
",,
"Perseus:abo:phi,0914,0012",urn:cts:latinLit:phi0914.phi0012.perseus-lat2,Liv. 2,Latin,Perseus:text:1999.02.0199:book=2,Titus Livius (Livy),"Ab Urbe Condita, Book 2
",,
"Perseus:abo:phi,0914,00121",urn:cts:latinLit:phi0914.phi00121.perseus-lat1,Liv. 21,Latin,Perseus:text:1999.02.0200:book=21,Titus Livius (Livy),"Ab Urbe Condita, Book 21
",,
"Perseus:abo:phi,0914,00122",urn:cts:latinLit:phi0914.phi00122.perseus-lat1,Liv. 22,Latin,Perseus:text:1999.02.0200:book=22,Titus Livius (Livy),"Ab Urbe Condita, Book 22
",,
"Perseus:abo:phi,0914,0013",urn:cts:latinLit:phi0914.phi0013.perseus-lat3,Liv. 3,Latin,Perseus:text:1999.02.0201:book=3,Titus Livius (Livy),"Ab Urbe Condita, Book 3
",,
